3115;RIO GALLEGOS ENTRE TODOS                          ;RIO GALLEGOS ENTRE TODOS                                                                            ;
3116;SABEMOS COMO HACERLO                              ;SABEMOS COMO HACERLO                                                                                ;
3117;SAN JULIAN SOMOS TODOS                            ;SAN JULIAN SOMOS TODOS                                                                              ;
3118;SANTA CRUZ SOMOS TODOS                            ;SANTA CRUZ SOMOS TODOS                                                                              ;
3119;SIEMPRE CALETA                                    ;SIEMPRE CALETA                                                                                      ;
3120;SIEMPRE PERITO MORENO                             ;SIEMPRE PERITO MORENO                                                                               ;
3121;SIEMPRE SANTA CRUZ                                ;SIEMPRE SANTA CRUZ                                                                                  ;
3122;SOCIALISMO SANTACRUCEÑO                           ;SOCIALISMO SANTACRUCEÑO                                                                             ;
3123;SOL PARA TODOS                                    ;SOL PARA TODOS                                                                                      ;
3124;SOMOS LA DIFERENCIA                               ;SOMOS LA DIFERENCIA                                                                                 ;
3125;SOÑANDO JUNTOS POR CALETA                         ;SOÑANDO JUNTOS POR CALETA                                                                           ;
3126;SUEÑOS SANTACRUCEÑOS                              ;SUEÑOS SANTACRUCEÑOS                                                                                ;
3127;SUMAR PARA CRECER                                 ;SUMAR PARA CRECER                                                                                   ;
3128;TODOS JUNTOS                                      ;TODOS JUNTOS                                                                                        ;
3129;TODOS PARA LOS ANTIGUOS                           ;TODOS PARA LOS ANTIGUOS                                                                             ;
3130;TODOS POR EL CAMBIO                               ;TODOS POR EL CAMBIO                                                                                 ;
3131;TODOS POR LAS HERAS                               ;TODOS POR LAS HERAS                                                                                 ;
3132;TRANSFORMACION SANTACRUCEÑA                       ;TRANSFORMACION SANTACRUCEÑA                                                                         ;
3133;TRUNCADO AVANZA                                   ;TRUNCADO AVANZA                                                                                     ;
3134;TRUNCADO GANA                                     ;TRUNCADO GANA                                                                                       ;
3135;TRUNCADO PRIMERO                                  ;TRUNCADO PRIMERO                                                                                    ;
3136;UNIDOS POR CALETA                                 ;UNIDOS POR CALETA                                                                                   ;
3137;UNION PARA CAMBIAR LAS HERAS                      ;UNION PARA CAMBIAR LAS HERAS                                                                        ;
3138;UNION PARA EL CAMBIO                              ;UNION PARA EL CAMBIO                                                                                ;
3139;VALORES PARA MI CIUDAD                            ;VALORES PARA MI CIUDAD                                                                              ;
3140;VAMOS A VIVIR MEJOR                               ;VAMOS A VIVIR MEJOR                                                                                 ;
3141;VAMOS A VIVIR MEJOR                               ;VAMOS A VIVIR MEJOR                                                                                 ;
3142;VAMOS DESEADO                                     ;VAMOS DESEADO                                                                                       ;
9997;OTROS                                             ;OTROS                                                                                               ;
9998;RESTO DE AGRUPACIONES                             ;RESTO DE AGRUPACIONES                                                                               ;
