8;99;999;26;10;10;0131;08590240;03722;008;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
8;99;999;26;10;10;0135;07892113;03419;007;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
8;99;999;26;10;10;0138;04571208;01980;004;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
8;99;999;26;10;10;0137;00913102;00396;000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
8;99;999;26;10;10;0132;00711356;00308;000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
8;99;999;26;10;10;0133;00403426;00175;000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;99;999;26;10;10;0131;09002242;03686;000;0131;09002242;03686;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;99;999;26;10;10;0135;08382610;03433;000;0135;08382610;03433;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;99;999;26;10;10;0138;05211705;02134;000;0138;05211705;02134;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;99;999;26;10;10;0137;00798031;00327;000;0137;00798031;00327;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;99;999;26;10;10;0132;00619051;00253;000;0132;00619051;00253;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
1;99;999;26;10;10;0133;00407202;00167;000;0133;00407202;00167;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;0000;00000000;00000;
