3;16;001;00159;00158;09937;00051654;00040433;07828;07881;00051307;09933;00040433;07828;00027510;06804;00012534;03100;00000378;00093;00000011;00003;000;25;21;55;
3;16;002;00017;00017;10000;00005562;00004257;07654;07654;00005562;10000;00004257;07654;00003090;07259;00001143;02685;00000024;00056;00000000;00000;000;26;02;10;
3;16;003;00075;00074;09867;00025604;00018612;07269;07367;00025265;09868;00018612;07269;00012902;06932;00005530;02971;00000180;00097;00000000;00000;000;25;21;15;
3;16;004;00018;00017;09444;00004097;00002136;05214;05654;00003778;09221;00002136;05214;00002064;09663;00000057;00267;00000015;00070;00000000;00000;000;25;22;25;
3;16;005;00012;00012;10000;00003032;00002112;06966;06966;00003032;10000;00002112;06966;00001683;07969;00000421;01993;00000008;00038;00000000;00000;000;25;23;55;
3;16;006;00039;00039;10000;00012073;00008693;07200;07200;00012073;10000;00008693;07200;00006635;07633;00001968;02264;00000090;00104;00000000;00000;000;26;02;30;
3;16;007;00008;00007;08750;00001324;00000759;05733;06033;00001258;09502;00000759;05733;00000618;08142;00000136;01792;00000005;00066;00000000;00000;000;26;06;00;
3;16;008;00024;00024;10000;00006628;00005018;07571;07571;00006628;10000;00005018;07571;00003900;07772;00001076;02144;00000041;00082;00000001;00002;000;26;06;35;
3;16;009;00324;00321;09907;00108491;00081700;07531;07602;00107465;09905;00081700;07531;00058266;07132;00022523;02757;00000885;00108;00000026;00003;000;26;01;25;
3;16;010;00035;00035;10000;00011950;00009534;07978;07978;00011950;10000;00009534;07978;00005426;05691;00003969;04163;00000107;00112;00000032;00034;000;25;23;45;
3;16;011;00084;00083;09881;00027762;00022210;08000;08099;00027423;09878;00022210;08000;00015610;07028;00006130;02760;00000469;00211;00000001;00001;000;26;01;30;
3;16;012;00728;00726;09973;00251382;00204765;08146;08168;00250705;09973;00204765;08146;00138507;06764;00063585;03105;00002621;00128;00000052;00003;000;26;09;25;
3;16;013;00012;00012;10000;00003028;00002153;07110;07110;00003028;10000;00002153;07110;00001765;08198;00000374;01737;00000014;00065;00000000;00000;000;26;01;30;
3;16;999;01535;01525;09935;00512587;00402382;07850;07898;00509474;09939;00402382;07850;00277976;06908;00119446;02968;00004837;00120;00000123;00004;003;26;09;25;
8;16;001;00159;00158;09937;00051654;00040770;07893;07946;00051307;09933;00040770;07893;00038265;09386;00002073;00508;00000420;00103;00000012;00003;000;25;21;55;
8;16;002;00017;00017;10000;00005562;00004237;07618;07618;00005562;10000;00004237;07618;00004093;09660;00000108;00255;00000036;00085;00000000;00000;000;26;02;10;
8;16;003;00075;00074;09867;00025604;00019477;07607;07709;00025265;09868;00019477;07607;00018719;09611;00000575;00295;00000183;00094;00000000;00000;000;25;21;15;
8;16;004;00018;00017;09444;00004097;00002552;06229;06755;00003778;09221;00002552;06229;00002511;09839;00000025;00098;00000016;00063;00000000;00000;000;25;22;25;
8;16;005;00012;00012;10000;00003032;00002169;07154;07154;00003032;10000;00002169;07154;00002107;09714;00000053;00244;00000009;00041;00000000;00000;000;25;23;55;
8;16;006;00039;00039;10000;00012073;00008700;07206;07206;00012073;10000;00008700;07206;00008174;09395;00000452;00520;00000074;00085;00000000;00000;000;26;02;30;
8;16;007;00008;00007;08750;00001324;00000820;06193;06518;00001258;09502;00000820;06193;00000741;09037;00000074;00902;00000005;00061;00000000;00000;000;26;06;00;
