3;03;001;00363;00326;08981;00123658;00079269;06410;07137;00111073;08982;00079269;06410;00068144;08597;00010556;01332;00000487;00061;00000082;00010;000;26;09;40;
3;03;002;00043;00038;08837;00012900;00008396;06509;07414;00011325;08779;00008396;06509;00007634;09092;00000695;00828;00000018;00021;00000049;00059;000;26;01;30;
3;03;003;00059;00027;04576;00018380;00004771;02596;05757;00008287;04509;00004771;02596;00004424;09273;00000318;00667;00000023;00048;00000006;00012;000;26;10;00;
3;03;004;00012;00010;08333;00002693;00002030;07538;08239;00002464;09150;00002030;07538;00001839;09059;00000158;00778;00000030;00148;00000003;00015;000;26;04;30;
3;03;005;00014;00012;08571;00003587;00002162;06027;07292;00002965;08266;00002162;06027;00001813;08386;00000345;01596;00000003;00014;00000001;00004;000;26;00;25;
3;03;006;00034;00030;08824;00009895;00006701;06772;07678;00008728;08821;00006701;06772;00005759;08594;00000916;01367;00000023;00034;00000003;00005;000;26;07;05;
3;03;007;00014;00012;08571;00003916;00002814;07186;08496;00003312;08458;00002814;07186;00002475;08795;00000331;01176;00000006;00021;00000002;00008;000;25;23;05;
3;03;008;00068;00064;09412;00022095;00013992;06333;06746;00020740;09387;00013992;06333;00012269;08769;00001657;01184;00000046;00033;00000020;00014;000;26;02;35;
3;03;009;00031;00024;07742;00009926;00006316;06363;08203;00007700;07757;00006316;06363;00005173;08190;00001080;01710;00000047;00074;00000016;00026;000;26;01;15;
3;03;010;00019;00018;09474;00004768;00003690;07739;08264;00004465;09365;00003690;07739;00003106;08417;00000579;01569;00000001;00003;00000004;00011;000;26;00;35;
3;03;011;00029;00025;08621;00008408;00006049;07194;08357;00007238;08608;00006049;07194;00005387;08906;00000644;01065;00000013;00021;00000005;00008;000;26;09;40;
3;03;012;00046;00042;09130;00014626;00010239;07001;07718;00013266;09070;00010239;07001;00008698;08495;00001496;01461;00000043;00042;00000002;00002;000;26;07;10;
3;03;013;00069;00065;09420;00021474;00015736;07328;07821;00020120;09369;00015736;07328;00014071;08942;00001582;01005;00000076;00048;00000007;00005;000;26;07;15;
3;03;014;00004;00004;10000;00001199;00000928;07740;07740;00001199;10000;00000928;07740;00000891;09601;00000036;00388;00000001;00011;00000000;00000;000;26;07;05;
3;03;015;00057;00050;08772;00017352;00011346;06539;07436;00015258;08793;00011346;06539;00010374;09143;00000865;00762;00000043;00038;00000064;00057;000;26;10;10;
3;03;016;00060;00058;09667;00019266;00014517;07535;07713;00018822;09770;00014517;07535;00011978;08251;00002455;01691;00000076;00052;00000008;00006;000;26;00;30;
3;03;999;00922;00805;08731;00294143;00188956;06424;07353;00256962;08736;00188956;06424;00164035;08681;00023713;01255;00000936;00050;00000272;00014;002;26;10;10;
6;03;001;00363;00326;08981;00123658;00080146;06481;07216;00111073;08982;00080146;06481;00070268;08767;00009310;01162;00000489;00061;00000079;00010;000;26;09;40;
6;03;002;00043;00038;08837;00012900;00008810;06829;07779;00011325;08779;00008810;06829;00008151;09252;00000591;00671;00000019;00022;00000049;00055;000;26;01;30;
6;03;003;00059;00027;04576;00018380;00004578;02491;05524;00008287;04509;00004578;02491;00004283;09356;00000266;00581;00000023;00050;00000006;00013;000;26;10;00;
6;03;004;00012;00010;08333;00002693;00002128;07902;08636;00002464;09150;00002128;07902;00001979;09300;00000124;00583;00000022;00103;00000003;00014;000;26;04;30;
6;03;005;00014;00012;08571;00003587;00002340;06524;07892;00002965;08266;00002340;06524;00002119;09056;00000217;00927;00000003;00013;00000001;00004;000;26;00;25;
6;03;006;00034;00030;08824;00009895;00006787;06859;07776;00008728;08821;00006787;06859;00005863;08639;00000898;01323;00000023;00034;00000003;00004;000;26;07;05;
6;03;007;00014;00012;08571;00003916;00002819;07199;08511;00003312;08458;00002819;07199;00002513;08915;00000298;01057;00000006;00021;00000002;00007;000;25;23;05;
6;03;008;00068;00064;09412;00022095;00014652;06631;07065;00020740;09387;00014652;06631;00013098;08939;00001478;01009;00000057;00039;00000019;00013;000;26;02;35;
6;03;009;00031;00024;07742;00009926;00006023;06068;07822;00007700;07757;00006023;06068;00005116;08494;00000846;01405;00000045;00075;00000016;00026;000;26;01;15;
6;03;010;00019;00018;09474;00004768;00003714;07789;08318;00004465;09365;00003714;07789;00003211;08646;00000497;01338;00000002;00005;00000004;00011;000;26;00;35;
6;03;011;00029;00025;08621;00008408;00006003;07140;08294;00007238;08608;00006003;07140;00005486;09139;00000499;00831;00000013;00022;00000005;00008;000;26;09;40;
6;03;012;00046;00042;09130;00014626;00010226;06992;07708;00013266;09070;00010226;06992;00008992;08793;00001184;01158;00000047;00046;00000003;00003;000;26;07;10;
6;03;013;00069;00065;09420;00021474;00016337;07608;08120;00020120;09369;00016337;07608;00015038;09205;00001210;00741;00000081;00050;00000008;00004;000;26;07;15;
6;03;014;00004;00004;10000;00001199;00000932;07773;07773;00001199;10000;00000932;07773;00000895;09603;00000036;00386;00000001;00011;00000000;00000;000;26;07;05;
6;03;015;00057;00050;08772;00017352;00011416;06579;07482;00015258;08793;00011416;06579;00010564;09254;00000798;00699;00000041;00036;00000013;00011;000;26;10;10;
6;03;016;00060;00058;09667;00019266;00014659;07609;07788;00018822;09770;00014659;07609;00012060;08227;00002507;01710;00000084;00057;00000008;00006;000;26;00;30;
6;03;999;00922;00805;08731;00294143;00191570;06513;07455;00256962;08736;00191570;06513;00169636;08855;00020759;01084;00000956;00050;00000219;00011;020;26;10;10;
8;03;001;00363;00326;08981;00123658;00080473;06508;07245;00111073;08982;00080473;06508;00071269;08856;00008496;01056;00000623;00077;00000085;00011;000;26;09;40;
