3;21;001;00111;00110;09910;00037827;00030078;07951;08026;00037477;09907;00030078;07951;00027130;09020;00002825;00939;00000116;00039;00000007;00002;000;25;23;15;
3;21;002;00213;00212;09953;00071026;00056673;07979;08019;00070676;09951;00056673;07979;00051395;09069;00004830;00852;00000436;00077;00000012;00002;000;26;00;05;
3;21;003;00436;00431;09885;00143725;00113421;07892;07989;00141971;09878;00113421;07892;00102537;09040;00009849;00868;00001025;00090;00000010;00002;000;26;01;20;
3;21;004;00217;00215;09908;00073536;00059037;08028;08067;00073181;09952;00059037;08028;00053662;09090;00004867;00824;00000448;00076;00000060;00010;000;26;08;15;
3;21;005;00056;00056;10000;00017986;00013268;07377;07377;00017986;10000;00013268;07377;00011484;08655;00001628;01227;00000145;00109;00000011;00009;000;25;23;55;
3;21;006;00477;00476;09979;00162428;00126766;07804;07821;00162076;09978;00126766;07804;00117069;09235;00008831;00697;00000859;00068;00000007;00000;000;26;00;05;
3;21;007;00427;00417;09766;00141389;00105731;07478;07636;00138463;09793;00105731;07478;00097643;09235;00007031;00665;00001050;00099;00000007;00001;000;25;23;35;
3;21;008;00170;00170;10000;00057200;00045088;07883;07883;00057200;10000;00045088;07883;00040347;08949;00004454;00988;00000213;00047;00000074;00016;000;25;23;10;
3;21;009;01240;01223;09863;00427886;00319737;07472;07578;00421922;09861;00319737;07472;00286223;08952;00027993;00876;00004981;00156;00000540;00016;000;26;08;15;
3;21;011;00265;00264;09962;00085119;00068046;07994;08027;00084768;09959;00068046;07994;00060136;08838;00007309;01074;00000601;00088;00000000;00000;000;25;23;55;
3;21;012;00076;00076;10000;00024760;00018209;07354;07354;00024760;10000;00018209;07354;00016667;09153;00001350;00741;00000191;00105;00000001;00001;000;26;05;10;
3;21;013;02964;02936;09906;01023227;00788479;07706;07779;01013581;09906;00788479;07706;00715602;09076;00060401;00766;00012027;00153;00000449;00005;000;26;08;15;
3;21;016;00180;00178;09889;00056949;00042867;07527;07574;00056596;09938;00042867;07527;00038520;08986;00003988;00930;00000358;00084;00000001;00000;000;26;02;20;
3;21;017;00083;00083;10000;00026017;00019513;07500;07500;00026017;10000;00019513;07500;00017962;09205;00001317;00675;00000232;00119;00000002;00001;000;26;00;45;
3;21;018;00204;00202;09902;00067202;00051938;07729;07811;00066496;09895;00051938;07729;00045939;08845;00005413;01042;00000383;00074;00000203;00039;000;26;00;05;
3;21;019;00115;00114;09913;00035414;00026918;07601;07677;00035064;09901;00026918;07601;00023865;08866;00002795;01038;00000254;00094;00000004;00002;000;26;00;10;
